elev,shp,time,elb,rie
82.6,66.46,18:32:18:591,23.28,666.0
67.16,65.25,18:32:18:721,49.88,33.04
70.14,66.46,18:32:18:845,38.09,40.7
71.75,63.92,18:32:18:977,43.46,40.62
71.75,61.66,18:32:19:103,48.94,38.84
69.9,60.98,18:32:19:237,45.48,40.7
75.01,67.38,18:32:19:382,19.75,666.0
88.81,67.97,18:32:19:526,10.31,666.0
84.25,58.46,18:32:19:660,19.22,666.0
86.92,52.57,18:32:19:790,14.92,666.0
87.71,44.65,18:32:19:915,23.63,666.0
89.34,37.34,18:32:20:043,13.57,666.0
88.45,30.38,18:32:20:168,15.88,666.0
88.2,20.52,18:32:20:289,21.29,666.0
88.16,15.39,18:32:20:432,16.34,666.0
87.58,4.34,18:32:20:557,17.31,666.0
87.66,-1.91,18:32:20:677,15.39,666.0
87.32,-8.47,18:32:20:796,13.75,666.0
86.76,-14.08,18:32:20:926,14.67,666.0
86.23,-18.96,18:32:21:058,12.78,666.0
86.41,-22.15,18:32:21:185,15.26,666.0
86.01,-24.26,18:32:21:322,12.58,666.0
85.36,-24.19,18:32:21:451,9.28,666.0
84.57,-23.43,18:32:21:576,10.67,666.0
83.69,-22.25,18:32:21:702,11.91,666.0
83.21,-22.02,18:32:21:822,14.52,666.0
83.67,-19.17,18:32:21:953,18.2,666.0
83.36,-13.95,18:32:22:069,20.12,666.0
82.26,-2.95,18:32:22:202,22.23,666.0
81.09,14.41,18:32:22:338,18.14,666.0
81.71,26.11,18:32:22:465,17.52,666.0
81.65,32.63,18:32:22:589,22.77,666.0
84.8,49.55,18:32:22:728,10.53,666.0
82.94,52.41,18:32:22:859,16.95,666.0
84.51,60.46,18:32:22:990,17.28,666.0
81.93,66.36,18:32:23:120,8.81,666.0
78.76,67.07,18:32:23:264,21.85,666.0
56.44,64.2,18:32:23:404,56.28,20.13
59.28,59.64,18:32:23:523,55.13,25.89
61.8,60.36,18:32:23:643,52.44,27.08
63.81,53.77,18:32:23:770,60.24,33.8
65.36,54.15,18:32:23:891,54.65,38.65
65.88,54.34,18:32:24:025,51.09,37.11
