elev,shp,time,elb,rie
87.27,39.09,15:05:24:861,9.43,666.0
87.64,43.7,15:05:24:984,8.27,666.0
87.3,51.98,15:05:25:110,8.26,666.0
87.78,59.74,15:05:25:227,8.14,666.0
87.25,59.17,15:05:25:354,11.26,666.0
87.25,66.36,15:05:25:477,9.73,666.0
85.08,68.19,15:05:25:600,13.9,666.0
83.42,68.68,15:05:25:721,15.57,666.0
84.25,70.68,15:05:25:834,16.33,666.0
71.18,72.83,15:05:25:956,40.71,4.14
81.71,70.96,15:05:26:088,34.58,56.75
84.88,69.73,15:05:26:211,21.07,666.0
86.1,69.18,15:05:26:338,19.19,666.0
84.23,68.66,15:05:26:469,31.78,60.96
85.55,67.01,15:05:26:593,18.4,666.0
85.48,62.87,15:05:26:717,22.29,666.0
87.21,59.72,15:05:26:844,19.79,666.0
88.93,55.59,15:05:26:973,23.88,666.0
89.7,51.17,15:05:27:098,20.24,666.0
89.72,42.72,15:05:27:218,13.01,666.0
88.05,34.94,15:05:27:340,13.4,666.0
87.5,29.76,15:05:27:461,9.01,666.0
86.75,22.43,15:05:27:583,14.6,666.0
85.73,14.41,15:05:27:715,16.44,666.0
84.95,7.36,15:05:27:829,17.23,666.0
84.83,0.82,15:05:27:970,17.92,666.0
83.9,-6.26,15:05:28:099,15.79,666.0
83.14,-10.03,15:05:28:229,11.29,666.0
82.79,-13.87,15:05:28:364,8.16,666.0
83.14,-15.35,15:05:28:486,10.82,666.0
83.61,-15.54,15:05:28:602,10.45,666.0
83.6,-14.56,15:05:28:727,12.64,666.0
83.64,-12.89,15:05:28:858,12.75,666.0
82.56,-7.41,15:05:28:999,16.64,666.0
82.45,1.46,15:05:29:119,13.92,666.0
82.36,11.08,15:05:29:233,14.92,666.0
82.04,16.5,15:05:29:350,16.79,666.0
82.85,27.76,15:05:29:469,11.6,666.0
84.02,36.81,15:05:29:601,9.84,666.0
84.04,44.53,15:05:29:729,15.55,666.0
85.29,51.68,15:05:29:855,10.24,666.0
87.87,59.93,15:05:29:974,6.79,666.0
85.57,63.75,15:05:30:099,10.7,666.0
84.83,67.32,15:05:30:233,14.0,666.0
84.07,68.52,15:05:30:366,30.74,56.26
57.77,68.96,15:05:30:484,53.74,-2.97
85.36,68.53,15:05:30:603,19.44,666.0
81.78,67.02,15:05:30:734,24.51,666.0
87.46,70.87,15:05:30:863,22.32,666.0
87.06,74.39,15:05:30:994,14.56,666.0
86.09,70.95,15:05:31:120,20.8,666.0
85.54,71.99,15:05:31:247,14.51,666.0
85.34,67.31,15:05:31:367,13.92,666.0
83.94,63.7,15:05:31:492,17.98,666.0
84.13,54.27,15:05:31:612,16.66,666.0
84.8,48.58,15:05:31:734,13.39,666.0
86.86,43.79,15:05:31:864,11.48,666.0
85.95,36.8,15:05:31:987,14.02,666.0
87.52,32.88,15:05:32:119,8.95,666.0
87.08,24.39,15:05:32:236,11.23,666.0
86.96,15.36,15:05:32:365,13.57,666.0
86.98,8.01,15:05:32:487,14.16,666.0
86.03,1.29,15:05:32:599,14.18,666.0
85.27,-3.08,15:05:32:732,14.14,666.0
84.41,-8.59,15:05:32:870,13.27,666.0
84.4,-11.97,15:05:32:993,11.95,666.0
84.65,-13.93,15:05:33:128,11.85,666.0
84.58,-14.39,15:05:33:256,10.6,666.0
84.4,-14.8,15:05:33:389,11.38,666.0
84.32,-13.31,15:05:33:520,13.83,666.0
83.52,-9.99,15:05:33:643,18.8,666.0
84.14,-4.01,15:05:33:766,21.81,666.0
84.73,3.92,15:05:33:895,19.16,666.0
85.4,14.39,15:05:34:017,16.33,666.0
85.25,22.5,15:05:34:136,16.92,666.0
85.11,32.84,15:05:34:255,10.25,666.0
84.68,36.51,15:05:34:372,15.85,666.0
83.28,42.02,15:05:34:508,16.39,666.0
