elev,shp,time,elb,rie
69.32,70.87,18:29:25:138,38.32,0.85
49.8,-54.82,18:29:25:277,140.99,-50.42
59.85,-59.67,18:29:25:409,147.27,-76.31
113.21,60.63,18:29:25:544,20.78,666.0
128.91,59.05,18:29:25:681,15.33,666.0
134.18,56.07,18:29:25:810,14.36,666.0
138.36,54.61,18:29:25:930,15.24,666.0
144.8,46.78,18:29:26:058,14.78,666.0
148.45,41.29,18:29:26:190,16.11,666.0
150.89,36.3,18:29:26:332,17.6,666.0
151.71,34.83,18:29:26:462,17.81,666.0
151.56,34.99,18:29:26:596,17.81,666.0
149.85,38.77,18:29:26:737,17.48,666.0
141.7,51.91,18:29:26:871,18.09,666.0
136.2,56.62,18:29:26:996,13.56,666.0
123.75,63.03,18:29:27:125,12.68,666.0
110.02,65.28,18:29:27:246,18.68,666.0
96.24,66.79,18:29:27:377,23.75,666.0
82.14,68.71,18:29:27:508,24.96,666.0
70.57,72.57,18:29:27:626,20.64,666.0
68.42,71.03,18:29:27:761,10.01,666.0
52.41,68.33,18:29:27:882,27.0,666.0
44.54,66.97,18:29:28:023,23.49,666.0
36.08,62.09,18:29:28:143,25.49,666.0
17.88,58.05,18:29:28:267,36.31,3.82
12.22,53.2,18:29:28:394,31.07,4.82
8.02,21.04,18:29:28:529,25.03,666.0
8.78,-12.77,18:29:28:659,29.28,666.0
11.64,-26.28,18:29:28:806,28.28,666.0
12.55,-31.54,18:29:28:937,28.55,666.0
12.49,-31.41,18:29:29:062,28.44,666.0
12.11,-30.99,18:29:29:194,29.02,666.0
11.52,-28.46,18:29:29:331,29.57,666.0
10.48,-17.85,18:29:29:477,34.26,1.47
15.74,34.67,18:29:29:636,33.69,7.25
26.51,55.28,18:29:29:775,37.57,11.69
52.01,69.9,18:29:29:917,12.99,666.0
60.22,68.31,18:29:30:055,36.03,10.88
82.49,70.58,18:29:30:195,9.79,666.0
50.84,-56.52,18:29:30:350,142.66,-49.45
113.09,63.41,18:29:30:493,15.26,666.0
